Comunidad,Año,Trimestre,Delito,Subdelito,Cantidad
GALICIA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,205.0
GALICIA,2020,1,ROBOS,FUERZA,1319.0
GALICIA,2020,1,HURTOS,-,3717.0
GALICIA,2020,1,SUSTRACCION,VEHICULOS,126.0
GALICIA,2020,1,TRAFICO,DROGAS,113.0
GALICIA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,11886.0
MADRID (COMUNIDAD DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,12.0
MADRID (COMUNIDAD DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,19.0
MADRID (COMUNIDAD DE),2020,1,DELITOS,GRAVES Y MENOS GRAVES,571.0
MADRID (COMUNIDAD DE),2020,1,SECUESTRO,-,2.0
MADRID (COMUNIDAD DE),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,499.0
MADRID (COMUNIDAD DE),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,3371.0
MADRID (COMUNIDAD DE),2020,1,ROBOS,FUERZA,4188.0
MADRID (COMUNIDAD DE),2020,1,HURTOS,-,34364.0
MADRID (COMUNIDAD DE),2020,1,SUSTRACCION,VEHICULOS,1781.0
MADRID (COMUNIDAD DE),2020,1,TRAFICO,DROGAS,626.0
MADRID (COMUNIDAD DE),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,45986.0
MURCIA (REGION DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
MURCIA (REGION DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
MURCIA (REGION DE),2020,1,DELITOS,GRAVES Y MENOS GRAVES,129.0
MURCIA (REGION DE),2020,1,SECUESTRO,-,0.0
MURCIA (REGION DE),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,124.0
MURCIA (REGION DE),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,348.0
MURCIA (REGION DE),2020,1,ROBOS,FUERZA,1416.0
MURCIA (REGION DE),2020,1,HURTOS,-,2908.0
MURCIA (REGION DE),2020,1,SUSTRACCION,VEHICULOS,223.0
MURCIA (REGION DE),2020,1,TRAFICO,DROGAS,93.0
MURCIA (REGION DE),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,8084.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,DELITOS,GRAVES Y MENOS GRAVES,52.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,SECUESTRO,-,0.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,62.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,74.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,ROBOS,FUERZA,386.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,HURTOS,-,1400.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,SUSTRACCION,VEHICULOS,39.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,TRAFICO,DROGAS,40.0
NAVARRA (COMUNIDAD FORAL DE),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4300.0
PAIS VASCO,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
PAIS VASCO,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
PAIS VASCO,2020,1,DELITOS,GRAVES Y MENOS GRAVES,250.0
PAIS VASCO,2020,1,SECUESTRO,-,1.0
PAIS VASCO,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,158.0
PAIS VASCO,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,307.0
PAIS VASCO,2020,1,ROBOS,FUERZA,1739.0
PAIS VASCO,2020,1,HURTOS,-,6101.0
PAIS VASCO,2020,1,SUSTRACCION,VEHICULOS,176.0
PAIS VASCO,2020,1,TRAFICO,DROGAS,118.0
PAIS VASCO,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,12844.0
RIOJA (LA),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
RIOJA (LA),2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
RIOJA (LA),2020,1,DELITOS,GRAVES Y MENOS GRAVES,41.0
RIOJA (LA),2020,1,SECUESTRO,-,0.0
RIOJA (LA),2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,29.0
RIOJA (LA),2020,1,ROBOS,VIOLENCIA E INTIMIDACION,16.0
RIOJA (LA),2020,1,ROBOS,FUERZA,136.0
RIOJA (LA),2020,1,HURTOS,-,446.0
RIOJA (LA),2020,1,SUSTRACCION,VEHICULOS,6.0
RIOJA (LA),2020,1,TRAFICO,DROGAS,13.0
RIOJA (LA),2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,1162.0
CIUDAD AUTONOMA DE CEUTA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE CEUTA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
CIUDAD AUTONOMA DE CEUTA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,21.0
CIUDAD AUTONOMA DE CEUTA,2020,1,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE CEUTA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,7.0
CIUDAD AUTONOMA DE CEUTA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,22.0
CIUDAD AUTONOMA DE CEUTA,2020,1,ROBOS,FUERZA,24.0
CIUDAD AUTONOMA DE CEUTA,2020,1,HURTOS,-,188.0
CIUDAD AUTONOMA DE CEUTA,2020,1,SUSTRACCION,VEHICULOS,36.0
CIUDAD AUTONOMA DE CEUTA,2020,1,TRAFICO,DROGAS,115.0
CIUDAD AUTONOMA DE CEUTA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,723.0
CIUDAD AUTONOMA DE MELILLA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE MELILLA,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
CIUDAD AUTONOMA DE MELILLA,2020,1,DELITOS,GRAVES Y MENOS GRAVES,30.0
CIUDAD AUTONOMA DE MELILLA,2020,1,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,5.0
CIUDAD AUTONOMA DE MELILLA,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,109.0
CIUDAD AUTONOMA DE MELILLA,2020,1,ROBOS,FUERZA,22.0
CIUDAD AUTONOMA DE MELILLA,2020,1,HURTOS,-,246.0
CIUDAD AUTONOMA DE MELILLA,2020,1,SUSTRACCION,VEHICULOS,15.0
CIUDAD AUTONOMA DE MELILLA,2020,1,TRAFICO,DROGAS,39.0
CIUDAD AUTONOMA DE MELILLA,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,813.0
EN EL EXTRANJERO,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
EN EL EXTRANJERO,2020,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EN EL EXTRANJERO,2020,1,DELITOS,GRAVES Y MENOS GRAVES,0.0
EN EL EXTRANJERO,2020,1,SECUESTRO,-,0.0
EN EL EXTRANJERO,2020,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,8.0
EN EL EXTRANJERO,2020,1,ROBOS,VIOLENCIA E INTIMIDACION,42.0
EN EL EXTRANJERO,2020,1,ROBOS,FUERZA,8.0
EN EL EXTRANJERO,2020,1,HURTOS,-,574.0
EN EL EXTRANJERO,2020,1,SUSTRACCION,VEHICULOS,23.0
EN EL EXTRANJERO,2020,1,TRAFICO,DROGAS,3.0
EN EL EXTRANJERO,2020,1,RESTO CRIMINALIDAD CONVENCIONAL,-,2824.0
TOTAL NACIONAL,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,145.0
TOTAL NACIONAL,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,392.0
TOTAL NACIONAL,2020,2,DELITOS,GRAVES Y MENOS GRAVES,7159.0
TOTAL NACIONAL,2020,2,SECUESTRO,-,32.0
TOTAL NACIONAL,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,5958.0
TOTAL NACIONAL,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,20621.0
TOTAL NACIONAL,2020,2,ROBOS,FUERZA,49893.0
TOTAL NACIONAL,2020,2,HURTOS,-,197885.0
TOTAL NACIONAL,2020,2,SUSTRACCION,VEHICULOS,11486.0
TOTAL NACIONAL,2020,2,TRAFICO,DROGAS,8030.0
TOTAL NACIONAL,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,502562.0
ANDALUCIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,30.0
ANDALUCIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,115.0
ANDALUCIA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,1354.0
ANDALUCIA,2020,2,SECUESTRO,-,11.0
ANDALUCIA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1004.0
ANDALUCIA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,2368.0
ANDALUCIA,2020,2,ROBOS,FUERZA,8289.0
ANDALUCIA,2020,2,HURTOS,-,25936.0
ANDALUCIA,2020,2,SUSTRACCION,VEHICULOS,2096.0
ANDALUCIA,2020,2,TRAFICO,DROGAS,2138.0
ANDALUCIA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,88458.0
ARAGON,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
ARAGON,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,17.0
ARAGON,2020,2,DELITOS,GRAVES Y MENOS GRAVES,177.0
ARAGON,2020,2,SECUESTRO,-,0.0
ARAGON,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,144.0
ARAGON,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,309.0
ARAGON,2020,2,ROBOS,FUERZA,809.0
ARAGON,2020,2,HURTOS,-,3067.0
ARAGON,2020,2,SUSTRACCION,VEHICULOS,89.0
ARAGON,2020,2,TRAFICO,DROGAS,139.0
ARAGON,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,11530.0
ASTURIAS (PRINCIPADO DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
ASTURIAS (PRINCIPADO DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,4.0
ASTURIAS (PRINCIPADO DE),2020,2,DELITOS,GRAVES Y MENOS GRAVES,135.0
ASTURIAS (PRINCIPADO DE),2020,2,SECUESTRO,-,1.0
ASTURIAS (PRINCIPADO DE),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,88.0
ASTURIAS (PRINCIPADO DE),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,154.0
ASTURIAS (PRINCIPADO DE),2020,2,ROBOS,FUERZA,531.0
ASTURIAS (PRINCIPADO DE),2020,2,HURTOS,-,1929.0
ASTURIAS (PRINCIPADO DE),2020,2,SUSTRACCION,VEHICULOS,108.0
ASTURIAS (PRINCIPADO DE),2020,2,TRAFICO,DROGAS,87.0
ASTURIAS (PRINCIPADO DE),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,7786.0
BALEARS (ILLES),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
BALEARS (ILLES),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,13.0
BALEARS (ILLES),2020,2,DELITOS,GRAVES Y MENOS GRAVES,272.0
BALEARS (ILLES),2020,2,SECUESTRO,-,1.0
BALEARS (ILLES),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,240.0
BALEARS (ILLES),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,314.0
BALEARS (ILLES),2020,2,ROBOS,FUERZA,1145.0
BALEARS (ILLES),2020,2,HURTOS,-,4551.0
BALEARS (ILLES),2020,2,SUSTRACCION,VEHICULOS,407.0
BALEARS (ILLES),2020,2,TRAFICO,DROGAS,182.0
BALEARS (ILLES),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,18654.0
CANARIAS,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
CANARIAS,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,18.0
CANARIAS,2020,2,DELITOS,GRAVES Y MENOS GRAVES,427.0
CANARIAS,2020,2,SECUESTRO,-,2.0
CANARIAS,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,401.0
CANARIAS,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,506.0
CANARIAS,2020,2,ROBOS,FUERZA,1688.0
CANARIAS,2020,2,HURTOS,-,8624.0
CANARIAS,2020,2,SUSTRACCION,VEHICULOS,485.0
CANARIAS,2020,2,TRAFICO,DROGAS,320.0
CANARIAS,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,26472.0
CANTABRIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
CANTABRIA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,110.0
CANTABRIA,2020,2,SECUESTRO,-,0.0
CANTABRIA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,33.0
CANTABRIA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,81.0
CANTABRIA,2020,2,ROBOS,FUERZA,621.0
CANTABRIA,2020,2,HURTOS,-,1343.0
CANTABRIA,2020,2,SUSTRACCION,VEHICULOS,43.0
CANTABRIA,2020,2,TRAFICO,DROGAS,61.0
CANTABRIA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,5022.0
CASTILLA Y LEON,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,12.0
CASTILLA Y LEON,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,12.0
CASTILLA Y LEON,2020,2,DELITOS,GRAVES Y MENOS GRAVES,247.0
CASTILLA Y LEON,2020,2,SECUESTRO,-,0.0
CASTILLA Y LEON,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,176.0
CASTILLA Y LEON,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,222.0
CASTILLA Y LEON,2020,2,ROBOS,FUERZA,1638.0
CASTILLA Y LEON,2020,2,HURTOS,-,5070.0
CASTILLA Y LEON,2020,2,SUSTRACCION,VEHICULOS,176.0
CASTILLA Y LEON,2020,2,TRAFICO,DROGAS,178.0
CASTILLA Y LEON,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,20474.0
CASTILLA - LA MANCHA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,7.0
CASTILLA - LA MANCHA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,12.0
CASTILLA - LA MANCHA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,246.0
CASTILLA - LA MANCHA,2020,2,SECUESTRO,-,2.0
CASTILLA - LA MANCHA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,185.0
CASTILLA - LA MANCHA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,304.0
CASTILLA - LA MANCHA,2020,2,ROBOS,FUERZA,2294.0
CASTILLA - LA MANCHA,2020,2,HURTOS,-,4160.0
CASTILLA - LA MANCHA,2020,2,SUSTRACCION,VEHICULOS,232.0
CASTILLA - LA MANCHA,2020,2,TRAFICO,DROGAS,221.0
CASTILLA - LA MANCHA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,19460.0
CATALUNA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,27.0
CATALUNA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,59.0
CATALUNA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,1002.0
CATALUNA,2020,2,SECUESTRO,-,1.0
CATALUNA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1053.0
CATALUNA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,8459.0
CATALUNA,2020,2,ROBOS,FUERZA,12012.0
CATALUNA,2020,2,HURTOS,-,57040.0
CATALUNA,2020,2,SUSTRACCION,VEHICULOS,2992.0
CATALUNA,2020,2,TRAFICO,DROGAS,1401.0
CATALUNA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,83423.0
COMUNITAT VALENCIANA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,16.0
COMUNITAT VALENCIANA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,43.0
COMUNITAT VALENCIANA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,773.0
COMUNITAT VALENCIANA,2020,2,SECUESTRO,-,9.0
COMUNITAT VALENCIANA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,652.0
COMUNITAT VALENCIANA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,1490.0
COMUNITAT VALENCIANA,2020,2,ROBOS,FUERZA,6737.0
COMUNITAT VALENCIANA,2020,2,HURTOS,-,17606.0
COMUNITAT VALENCIANA,2020,2,SUSTRACCION,VEHICULOS,985.0
COMUNITAT VALENCIANA,2020,2,TRAFICO,DROGAS,954.0
COMUNITAT VALENCIANA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,53781.0
EXTREMADURA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
EXTREMADURA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
EXTREMADURA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,104.0
EXTREMADURA,2020,2,SECUESTRO,-,0.0
EXTREMADURA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,83.0
EXTREMADURA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,99.0
EXTREMADURA,2020,2,ROBOS,FUERZA,745.0
EXTREMADURA,2020,2,HURTOS,-,2012.0
EXTREMADURA,2020,2,SUSTRACCION,VEHICULOS,65.0
EXTREMADURA,2020,2,TRAFICO,DROGAS,132.0
EXTREMADURA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,8104.0
GALICIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
GALICIA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,13.0
GALICIA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,359.0
GALICIA,2020,2,SECUESTRO,-,0.0
GALICIA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,252.0
GALICIA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,342.0
GALICIA,2020,2,ROBOS,FUERZA,2040.0
GALICIA,2020,2,HURTOS,-,5531.0
GALICIA,2020,2,SUSTRACCION,VEHICULOS,205.0
GALICIA,2020,2,TRAFICO,DROGAS,247.0
GALICIA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,22898.0
MADRID (COMUNIDAD DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,19.0
MADRID (COMUNIDAD DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,39.0
MADRID (COMUNIDAD DE),2020,2,DELITOS,GRAVES Y MENOS GRAVES,1025.0
MADRID (COMUNIDAD DE),2020,2,SECUESTRO,-,3.0
MADRID (COMUNIDAD DE),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,911.0
MADRID (COMUNIDAD DE),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,4675.0
MADRID (COMUNIDAD DE),2020,2,ROBOS,FUERZA,5764.0
MADRID (COMUNIDAD DE),2020,2,HURTOS,-,44596.0
MADRID (COMUNIDAD DE),2020,2,SUSTRACCION,VEHICULOS,2763.0
MADRID (COMUNIDAD DE),2020,2,TRAFICO,DROGAS,1199.0
MADRID (COMUNIDAD DE),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,80819.0
MURCIA (REGION DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
MURCIA (REGION DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,15.0
MURCIA (REGION DE),2020,2,DELITOS,GRAVES Y MENOS GRAVES,264.0
MURCIA (REGION DE),2020,2,SECUESTRO,-,0.0
MURCIA (REGION DE),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,233.0
MURCIA (REGION DE),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,525.0
MURCIA (REGION DE),2020,2,ROBOS,FUERZA,2269.0
MURCIA (REGION DE),2020,2,HURTOS,-,4292.0
MURCIA (REGION DE),2020,2,SUSTRACCION,VEHICULOS,349.0
MURCIA (REGION DE),2020,2,TRAFICO,DROGAS,215.0
MURCIA (REGION DE),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,14991.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,11.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,DELITOS,GRAVES Y MENOS GRAVES,88.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,SECUESTRO,-,1.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,114.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,90.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,ROBOS,FUERZA,549.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,HURTOS,-,1912.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,SUSTRACCION,VEHICULOS,61.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,TRAFICO,DROGAS,75.0
NAVARRA (COMUNIDAD FORAL DE),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,7744.0
PAIS VASCO,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,8.0
PAIS VASCO,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,10.0
PAIS VASCO,2020,2,DELITOS,GRAVES Y MENOS GRAVES,406.0
PAIS VASCO,2020,2,SECUESTRO,-,1.0
PAIS VASCO,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,272.0
PAIS VASCO,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,414.0
PAIS VASCO,2020,2,ROBOS,FUERZA,2465.0
PAIS VASCO,2020,2,HURTOS,-,8364.0
PAIS VASCO,2020,2,SUSTRACCION,VEHICULOS,312.0
PAIS VASCO,2020,2,TRAFICO,DROGAS,249.0
PAIS VASCO,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,23295.0
RIOJA (LA),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
RIOJA (LA),2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
RIOJA (LA),2020,2,DELITOS,GRAVES Y MENOS GRAVES,67.0
RIOJA (LA),2020,2,SECUESTRO,-,0.0
RIOJA (LA),2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,49.0
RIOJA (LA),2020,2,ROBOS,VIOLENCIA E INTIMIDACION,23.0
RIOJA (LA),2020,2,ROBOS,FUERZA,214.0
RIOJA (LA),2020,2,HURTOS,-,648.0
RIOJA (LA),2020,2,SUSTRACCION,VEHICULOS,9.0
RIOJA (LA),2020,2,TRAFICO,DROGAS,34.0
RIOJA (LA),2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,2561.0
CIUDAD AUTONOMA DE CEUTA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE CEUTA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
CIUDAD AUTONOMA DE CEUTA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,38.0
CIUDAD AUTONOMA DE CEUTA,2020,2,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE CEUTA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,24.0
CIUDAD AUTONOMA DE CEUTA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,41.0
CIUDAD AUTONOMA DE CEUTA,2020,2,ROBOS,FUERZA,39.0
CIUDAD AUTONOMA DE CEUTA,2020,2,HURTOS,-,231.0
CIUDAD AUTONOMA DE CEUTA,2020,2,SUSTRACCION,VEHICULOS,49.0
CIUDAD AUTONOMA DE CEUTA,2020,2,TRAFICO,DROGAS,133.0
CIUDAD AUTONOMA DE CEUTA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,1272.0
CIUDAD AUTONOMA DE MELILLA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE MELILLA,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
CIUDAD AUTONOMA DE MELILLA,2020,2,DELITOS,GRAVES Y MENOS GRAVES,63.0
CIUDAD AUTONOMA DE MELILLA,2020,2,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,17.0
CIUDAD AUTONOMA DE MELILLA,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,155.0
CIUDAD AUTONOMA DE MELILLA,2020,2,ROBOS,FUERZA,36.0
CIUDAD AUTONOMA DE MELILLA,2020,2,HURTOS,-,342.0
CIUDAD AUTONOMA DE MELILLA,2020,2,SUSTRACCION,VEHICULOS,22.0
CIUDAD AUTONOMA DE MELILLA,2020,2,TRAFICO,DROGAS,59.0
CIUDAD AUTONOMA DE MELILLA,2020,2,RESTO CRIMINALIDAD CONVENCIONAL,-,1346.0
EN EL EXTRANJERO,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
EN EL EXTRANJERO,2020,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EN EL EXTRANJERO,2020,2,DELITOS,GRAVES Y MENOS GRAVES,2.0
EN EL EXTRANJERO,2020,2,SECUESTRO,-,0.0
EN EL EXTRANJERO,2020,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,27.0
EN EL EXTRANJERO,2020,2,ROBOS,VIOLENCIA E INTIMIDACION,50.0
EN EL EXTRANJERO,2020,2,ROBOS,FUERZA,8.0
